Timestamp,File,Percent_Complete,Error_Message,ID,Age,Species
2025-03-19 14:24:12,S:\Sachuriga/Ephys_Recording/CR_CA1/65165/65165_2023-06-29_17-02-50_A_phy_k,7.69%,cannot unpack non-iterable NoneType object,65165,P45+,Mus musculus
