Timestamp,File,Percent_Complete,Error_Message,ID,Age,Species
2025-03-09 16:48:36,S:\Sachuriga/Ephys_Recording/CR_CA1/66539/66539_2024-12-05_11-10-35_A_phy_k,52.78%,All arrays must be of the same length,66539,P45+,Mus musculus
