Timestamp,File,Percent_Complete,Error_Message,ID,Age,Species
2025-03-08 21:59:30,S:\Sachuriga/Ephys_Recording/CR_CA1/66537/66537_2024-12-04_14-35-16_A_phy_k,43.33%,All arrays must be of the same length,66537,P45+,Mus musculus
